Gender,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_Status,Application_Note
Male,Graduate,No,7598,0.0,9.0,1.0,Semiurban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,730,505.52720495,122.0,0.0,Semiurban,N,Buying a new car for daily commute. Business is booming right now.
Male,Not Graduate,No,150,0.0,130.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,3457,0.0,247.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,1907,5773.56694616,101.0,1.0,Rural,Y,Investment in a new startup opportunity. Business is booming right now.
Female,Graduate,No,1331,0.0,191.0,0.0,Semiurban,N,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,Yes,1253,0.0,173.0,1.0,Rural,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,150,0.0,225.0,1.0,Urban,N,Urgent medical expenses covered by loan. Business is booming right now.
Female,Not Graduate,No,2209,0.0,230.0,1.0,Urban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,2840,179.69156332,136.0,1.0,Rural,N,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,2829,0.0,154.0,0.0,Rural,N,Planning to expand my small business operations. I am very confident in repayment.
Male,Not Graduate,No,3446,0.0,115.0,1.0,Urban,Y,Planning to expand my small business operations. I am very confident in repayment.
Female,Not Graduate,No,150,0.0,215.0,1.0,Semiurban,N,Investment in a new startup opportunity. I am very confident in repayment.
Male,Not Graduate,No,2079,201.84028168,160.0,1.0,Semiurban,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Female,Graduate,No,3242,0.0,130.0,0.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,444.0,1.0,Semiurban,Y,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,150,368.50848456,184.0,1.0,Rural,N,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,Yes,4198,0.0,278.0,0.0,Rural,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,150,4021.87498851,221.0,0.0,Semiurban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,1596,0.0,170.0,1.0,Urban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,5538,0.0,149.0,0.0,Rural,N,Investment in a new startup opportunity. I might struggle slightly initially.
Female,Not Graduate,No,8756,0.0,99.0,0.0,Urban,N,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,1192,0.0,9.0,1.0,Urban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Female,Not Graduate,Yes,3383,2463.24774938,178.0,1.0,Semiurban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,150,3678.67065477,148.0,1.0,Urban,Y,I need to renovate my house immediately. Business is booming right now.
Female,Graduate,No,150,0.0,66.0,1.0,Semiurban,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Not Graduate,No,3708,0.0,120.0,1.0,Rural,N,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,1354,0.0,234.0,1.0,Urban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,2533,0.0,158.0,0.0,Urban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,262,0.0,97.0,1.0,Urban,Y,Buying a new car for daily commute. Business is booming right now.
