Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Loan_Status,Application_Note,TotalIncome,LoanIncomeRatio,HasCreditHistory,Note_Length,Risk_Keyword_Flag,Gender_Male,Education_Not Graduate,Employment_Type_Self_Employed,Property_Area_Semiurban,Property_Area_Urban,IncomeLevel_Medium,IncomeLevel_High,IncomeLevel_Very High
No,150,400.48448481,271.0,1.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,550.48448481,0.4914009504607662,1,74,1,True,False,False,True,False,False,False,False
No,150,0.0,265.0,1.0,N,Planning to expand my small business operations. I am very confident in repayment.,150.0,1.7549668874172186,1,82,0,False,False,False,False,False,False,False,False
No,204,223.90600342,275.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,427.90600342,0.6411661245289454,1,79,0,True,True,False,True,False,False,False,False
No,3751,68.54820175,412.0,1.0,N,Buying a new car for daily commute. I am very confident in repayment.,3819.54820175,0.10783792750246775,1,69,0,True,False,False,False,False,True,False,False
No,918,0.0,166.0,0.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,918.0,0.18063112078346028,0,71,1,True,False,False,True,False,False,False,False
No,3322,854.89110113,416.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,4176.89110113,0.09957176717398974,1,69,0,False,False,False,True,False,True,False,False
No,957,88.32402243,91.0,0.0,Y,I need to renovate my house immediately. I am very confident in repayment.,1045.32402243,0.08697114665174188,0,74,0,True,False,False,False,False,False,False,False
No,150,0.0,231.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,150.0,1.5298013245033113,1,75,0,True,False,False,False,False,False,False,False
No,2054,0.0,394.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,2054.0,0.19172749391727495,1,71,0,True,False,False,False,True,True,False,False
No,638,0.0,253.0,0.0,Y,Buying a new car for daily commute. Business is booming right now.,638.0,0.39593114241001565,0,66,0,True,False,False,False,True,False,False,False
No,440,1254.40575492,172.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,1694.40575492,0.1014506406509845,1,72,1,True,True,False,False,False,False,False,False
No,4490,0.0,283.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,4490.0,0.06301491872634157,1,74,0,True,True,False,False,False,True,False,False
Yes,150,0.0,179.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,150.0,1.185430463576159,1,77,1,True,False,True,True,False,False,False,False
No,1046,3288.25595409,206.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,4334.25595409,0.04751737894636968,1,74,1,True,True,False,True,False,True,False,False
No,2165,0.0,353.0,1.0,N,Urgent medical expenses covered by loan. Facing some financial stress currently.,2165.0,0.16297322253000923,1,80,1,True,False,False,False,False,True,False,False
No,4305,4351.6143292,83.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,8656.6143292,0.00958693663681246,1,77,1,True,False,False,False,True,False,True,False
No,150,482.01945559,9.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,632.01945559,0.014217572494058073,1,71,1,True,False,False,False,True,False,False,False
No,1270,0.0,120.0,0.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,1270.0,0.0944138473642801,0,74,1,True,True,False,False,False,False,False,False
No,756,0.0,197.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,756.0,0.26023778071334214,1,65,1,True,True,False,False,False,False,False,False
No,150,0.0,178.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,150.0,1.1788079470198676,1,88,0,False,False,False,False,True,False,False,False
Yes,985,0.0,258.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,985.0,0.2616632860040568,1,71,1,True,False,True,True,False,False,False,False
No,513,0.0,9.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,513.0,0.017509727626459144,1,74,1,True,False,False,False,True,False,False,False
No,1185,0.0,144.0,1.0,N,Buying a new car for daily commute. Business is booming right now.,1185.0,0.12141652613827993,1,66,0,True,False,False,False,False,False,False,False
No,2585,0.0,169.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,2585.0,0.06535189481825213,1,88,0,True,False,False,True,False,True,False,False
No,2436,0.0,176.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,2436.0,0.07221994255231842,1,66,0,True,False,False,False,True,True,False,False
No,150,0.0,218.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,150.0,1.4437086092715232,1,82,0,True,True,False,False,True,False,False,False
No,2172,0.0,245.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,2172.0,0.11274735388863323,1,85,1,True,False,False,True,False,True,False,False
No,3565,0.0,227.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,3565.0,0.06365675827257432,1,82,0,False,True,False,True,False,True,False,False
No,5699,0.0,108.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,5699.0,0.018947368421052633,1,80,1,True,False,False,True,False,False,True,False
Yes,8031,0.0,173.0,0.0,Y,Consolidating high-interest debts. I am very confident in repayment.,8031.0,0.021538844621513946,0,68,1,True,False,True,False,True,False,True,False
No,150,309.10613734,214.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,459.10613734,0.4651100748996586,1,68,1,True,False,False,False,True,False,False,False
No,6581,0.0,259.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,6581.0,0.03934974171984199,1,71,0,True,True,False,True,False,False,True,False
Yes,1053,0.0,179.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,1053.0,0.1698292220113852,1,71,1,False,False,True,True,False,False,False,False
No,561,0.0,189.0,0.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,561.0,0.33629893238434166,0,74,1,True,True,False,False,True,False,False,False
Yes,4496,0.0,127.0,1.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,4496.0,0.028241049588614633,1,75,0,True,True,True,False,True,True,False,False
Yes,8644,0.0,288.0,1.0,N,Urgent medical expenses covered by loan. I might struggle slightly initially.,8644.0,0.03331405436668595,1,77,1,True,False,True,False,True,False,True,False
No,150,0.0,192.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,150.0,1.271523178807947,1,71,0,False,True,False,False,False,False,False,False
Yes,2706,1975.29607343,159.0,0.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,4681.2960734299995,0.033957698852547166,0,74,1,False,False,True,False,False,True,False,False
No,2465,0.0,191.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,2465.0,0.07745336577453366,1,72,1,True,False,False,False,False,True,False,False
No,928,82.98851297,161.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,1010.98851297,0.15909271492370466,1,72,1,True,False,False,False,True,False,False,False
No,4304,0.0,59.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,4304.0,0.013704994192799072,1,72,1,True,False,False,True,False,True,False,False
No,4120,0.0,62.0,1.0,N,I need to renovate my house immediately. I am very confident in repayment.,4120.0,0.01504489201650085,1,74,0,True,False,False,False,False,True,False,False
No,2830,0.0,154.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,2830.0,0.05439773931472978,1,65,1,True,True,False,False,False,True,False,False
No,5055,0.0,157.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,5055.0,0.031052215189873417,1,65,1,True,True,False,True,False,False,True,False
Yes,150,0.0,267.0,1.0,N,Buying a new car for daily commute. Business is booming right now.,150.0,1.7682119205298013,1,66,0,True,True,True,False,True,False,False,False
No,601,0.0,179.0,0.0,Y,Investment in a new startup opportunity. Business is booming right now.,601.0,0.2973421926910299,0,71,0,False,False,False,False,True,False,False,False
No,8844,188.23472432,231.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,9032.23472432,0.0255722348693191,1,77,1,False,False,False,False,True,False,True,False
Yes,2527,1211.20201727,259.0,1.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,3738.20201727,0.06926611581930428,1,80,0,True,False,True,False,False,True,False,False
No,3561,0.0,36.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,3561.0,0.010106681639528355,1,71,1,True,True,False,True,False,True,False,False
No,150,0.0,266.0,1.0,N,Consolidating high-interest debts. I am very confident in repayment.,150.0,1.7615894039735098,1,68,1,True,False,False,False,False,False,False,False
No,8700,0.0,168.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,8700.0,0.019308125502815767,1,71,1,False,False,False,False,True,False,True,False
No,1249,355.13818499,341.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,1604.13818499,0.2124427685969756,1,71,1,False,False,False,False,False,False,False,False
No,1355,98.29998148,399.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,1453.29998148,0.2743588015410335,1,74,1,True,True,False,True,False,False,False,False
No,4212,0.0,211.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,4212.0,0.05008307619273677,1,80,1,True,False,False,False,False,True,False,False
No,1498,167.65058832,199.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,1665.65058832,0.11940115186386724,1,88,0,True,False,False,False,False,False,False,False
No,3556,0.0,198.0,1.0,N,I need to renovate my house immediately. Business is booming right now.,3556.0,0.05566488614000562,1,71,0,True,True,False,False,False,True,False,False
No,12678,199.81984147,214.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,12877.81984147,0.0166164293494437,1,68,1,False,False,False,False,False,False,False,True
No,150,1858.90774897,159.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,2008.90774897,0.07910810836043662,1,66,0,True,False,False,True,False,True,False,False
No,4537,0.0,237.0,0.0,Y,Planning to expand my small business operations. I am very confident in repayment.,4537.0,0.052225650066108416,0,82,0,True,False,False,False,True,True,False,False
No,150,2467.33431878,121.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,2617.33431878,0.04621258604454276,1,72,1,True,True,False,False,True,True,False,False
No,150,2843.80293394,251.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,2993.80293394,0.08381185858856538,1,75,0,True,False,False,False,False,True,False,False
No,3804,0.0,162.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,3804.0,0.04257555847568988,1,88,0,True,False,False,False,True,True,False,False
Yes,6121,4356.0719287,231.0,0.0,N,Urgent medical expenses covered by loan. Business is booming right now.,10477.0719287,0.022046040681137018,0,71,1,True,False,True,True,False,False,False,True
No,150,0.0,180.0,0.0,N,Consolidating high-interest debts. I might struggle slightly initially.,150.0,1.1920529801324504,0,71,1,True,True,False,False,True,False,False,False
No,4550,0.0,9.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,4550.0,0.001977587343441002,1,80,1,True,False,False,False,True,True,False,False
No,417,0.0,238.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,417.0,0.569377990430622,1,68,1,False,False,False,False,False,False,False,False
No,150,0.0,204.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,150.0,1.3509933774834437,1,69,0,False,False,False,False,False,False,False,False
No,868,0.0,178.0,0.0,N,I need to renovate my house immediately. I am very confident in repayment.,868.0,0.2048331415420023,0,74,0,True,False,False,False,False,False,False,False
No,5650,0.0,171.0,1.0,N,Urgent medical expenses covered by loan. Facing some financial stress currently.,5650.0,0.030260130950274286,1,80,1,True,False,False,True,False,False,True,False
No,1459,329.74564592,172.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,1788.74564592,0.09610304145290165,1,74,0,True,False,False,False,True,False,False,False
No,150,127.51922402,125.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,277.51922402,0.4488020546510784,1,85,1,False,False,False,False,False,False,False,False
No,1448,0.0,95.0,1.0,N,Buying a new car for daily commute. I might struggle slightly initially.,1448.0,0.06556245686680469,1,72,1,True,False,False,False,True,False,False,False
No,5313,49.01588117,123.0,0.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,5362.01588117,0.022934856566780522,0,77,1,False,True,False,True,False,False,True,False
No,793,323.15133192,122.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,1116.15133192,0.10920633267323222,1,80,1,True,True,False,False,True,False,False,False
